Date,Tournament,P,W/L,Side,Vs,Bans,Bans Vs,Picks,Picks Vs,Players,SB,VOD
16/01/2025,"KRLCK Cup 2025, LCK Cup 2025","25.S1.1, Patch 25.S1.1",Win,Blue,"Dplus KIA, Dplus KIAlogo std","Maokai, Poppy, Vi, Aurora, Elise","Kalista, Azir, Skarner, Nocturne, Sejuani","K'Sante, Xin Zhao, Viktor, Varus, Renata Glasc","Rumble, Wukong, Xerath, Corki, Rakan","Doran,Oner,Faker,Gumayusi,Keria","SB, LCK/2025 Season/Cup/Scoreboards",VOD
16/01/2025,"KRLCK Cup 2025, LCK Cup 2025","25.S1.1, Patch 25.S1.1",Loss,Red,"Dplus KIA, Dplus KIAlogo std","Vi, Skarner, K'Sante, LeBlanc, Jax","Kalista, Sejuani, Varus, Braum, Poppy","Gragas, Zyra, Yone, Ashe, Rell","Ambessa, Nidalee, Jayce, Ezreal, Leona","Doran,Oner,Faker,Gumayusi,Keria","SB, LCK/2025 Season/Cup/Scoreboards",VOD
3/12/2024,"KRKeSPA Cup 2024, KeSPA Cup 2024","14.23, Patch 14.23",Loss,Red,"Dplus KIA, Dplus KIAlogo std","Ashe, Aurora, Corki, LeBlanc, Akali","Azir, Kalista, Ambessa, Jhin, Nautilus","K'Sante, Zyra, Yone, Ezreal, Leona","Gnar, Skarner, Syndra, Varus, Poppy","Haetae,Vincenzo,Poby,Smash,Cloud","SB, 2024 LoL KeSPA Cup/Scoreboards/Group Stage Day 3-4",VOD
3/12/2024,"KRKeSPA Cup 2024, KeSPA Cup 2024","14.23, Patch 14.23",Loss,Blue,"Nongshim RedForce, Nongshim RedForcelogo std","Yone, Rumble, Zyra, Ziggs, Xayah","Azir, Kalista, Ashe, Varus, Nautilus","Ambessa, Vi, Aurora, Jinx, Leona","Renekton, Maokai, Corki, Kai'Sa, Alistar","Haetae,Vincenzo,Poby,Smash,Cloud","SB, 2024 LoL KeSPA Cup/Scoreboards/Group Stage Day 3-4",VOD
1/12/2024,"KRKeSPA Cup 2024, KeSPA Cup 2024","14.23, Patch 14.23",Loss,Red,"Gen.G, Gen.Glogo std","Aurora, Ashe, Corki, Jhin, Ezreal","LeBlanc, Azir, Kalista, Orianna, Nautilus","Ambessa, Viego, Sylas, Varus, Rell","Rumble, Skarner, Ahri, Jinx, Leona","Haetae,Vincenzo,Poby,Smash,Cloud","SB, 2024 LoL KeSPA Cup/Scoreboards",VOD
1/12/2024,"KRKeSPA Cup 2024, KeSPA Cup 2024","14.23, Patch 14.23",Loss,Red,"Hanwha Life Esports, Hanwha Life Esportslogo std","Aurora, Ashe, Yone, Zyra, Maokai","Skarner, Ambessa, Jax, Viego, Nocturne","K'Sante, Sejuani, Azir, Kalista, Neeko","Rumble, Vi, Corki, Varus, Poppy","Haetae,Vincenzo,Poby,Smash,Cloud","SB, 2024 LoL KeSPA Cup/Scoreboards",VOD
1/12/2024,"KRKeSPA Cup 2024, KeSPA Cup 2024","14.23, Patch 14.23",Loss,Blue,"Vietnam (National Team), Vietnam (National Team)logo std","K'Sante, Vi, Neeko, Renekton, Jax","Aurora, Skarner, Kalista, Sejuani, Xin Zhao","Ambessa, Nidalee, Azir, Ashe, Nautilus","Sion, Lillia, Corki, Varus, Renata Glasc","Haetae,Oner,Poby,Gumayusi,Cloud","SB, 2024 LoL KeSPA Cup/Scoreboards",VOD
2/11/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Red,"Bilibili Gaming, Bilibili Gaminglogo std","Aurora, Yone, Kalista, Wukong, Kindred","Varus, Ashe, Skarner, Rakan, Renata Glasc","Gragas, Xin Zhao, Galio, Xayah, Poppy","Jax, Jarvan IV, Ahri, Kai'Sa, Rell","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Semifinals and Finals",VOD
2/11/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Blue,"Bilibili Gaming, Bilibili Gaminglogo std","Jax, Yone, Varus, Blitzcrank, Xin Zhao","Aurora, Skarner, Kalista, Vi, Nocturne","Rumble, Poppy, Sylas, Ashe, Renata Glasc","Gnar, Sejuani, Smolder, Ziggs, Rakan","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Semifinals and Finals",VOD
2/11/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Loss,Red,"Bilibili Gaming, Bilibili Gaminglogo std","Aurora, Yone, Neeko, Akali, Wukong","Varus, Ashe, Skarner, Sejuani, Draven","Jax, Vi, Sylas, Xayah, Renata Glasc","Rumble, Kindred, Galio, Kalista, Blitzcrank","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Semifinals and Finals",VOD
2/11/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Blue,"Bilibili Gaming, Bilibili Gaminglogo std","Jax, Yone, Varus, Kindred, Wukong","Aurora, Skarner, Vi, Gnar, Sejuani","Ornn, Nocturne, Sylas, Kalista, Renata Glasc","Rumble, Xin Zhao, Galio, Ashe, Rakan","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Semifinals and Finals",VOD
2/11/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Loss,Blue,"Bilibili Gaming, Bilibili Gaminglogo std","Jax, Kai'Sa, Kalista, Renata Glasc, Rakan","Aurora, Vi, Varus, Ziggs, Jhin","Gnar, Sejuani, Yone, Caitlyn, Braum","Rumble, Skarner, Sylas, Ashe, Rell","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Semifinals and Finals",VOD
27/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Red,"Gen.G, Gen.Glogo std","Yone, Smolder, Aurora, K'Sante, Braum","Kalista, Xayah, Sylas, Bard, Orianna","Jax, Skarner, Ahri, Varus, Pyke","Poppy, Nidalee, Tristana, Ashe, Maokai","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Semifinals and Finals",VOD
27/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Blue,"Gen.G, Gen.Glogo std","Nidalee, Smolder, Yone, Kai'Sa, Twitch","Xayah, Kalista, Aurora, Kindred, Sylas","Gragas, Vi, Akali, Ashe, Renata Glasc","Jax, Nocturne, Ahri, Ezreal, Rell","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Semifinals and Finals",VOD
27/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Loss,Red,"Gen.G, Gen.Glogo std","Yone, Smolder, Aurora, Lulu, Renata Glasc","Kalista, Xayah, Ashe, Galio, Orianna","Maokai, Kindred, Sylas, Caitlyn, Braum","Jax, Skarner, Ahri, Kai'Sa, Rell","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Semifinals and Finals",VOD
27/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Blue,"Gen.G, Gen.Glogo std","Nidalee, Smolder, Jax, Blitzcrank, Ezreal","Aurora, Kalista, Xayah, Sejuani, Rumble","Gragas, Vi, Yone, Ashe, Renata Glasc","Renekton, Skarner, Sylas, Ziggs, Leona","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Semifinals and Finals",VOD
19/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Red,"Top Esports, Top Esportslogo std","Yone, Aurora, Skarner, Jax, Rell","Rakan, Kalista, Rumble, Renata Glasc, Vi","Gnar, Poppy, Galio, Xayah, Pyke","Kennen, Xin Zhao, Sylas, Kai'Sa, Leona","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Quarterfinals",VOD
19/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Red,"Top Esports, Top Esportslogo std","Yone, Aurora, Skarner, Renekton, K'Sante","Gnar, Kalista, Sejuani, Orianna, Tristana","Rumble, Xin Zhao, Ahri, Xayah, Rakan","Galio, Viego, Sylas, Ezreal, Rell","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Quarterfinals",VOD
19/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Red,"Top Esports, Top Esportslogo std","Yone, Aurora, Skarner, Ezreal, Poppy","Gnar, Kalista, Vi, Ashe, Rakan","Camille, Sejuani, Sylas, Caitlyn, Bard","Rumble, Ivern, Tristana, Miss Fortune, Leona","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Quarterfinals",VOD
11/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Red,"G2 Esports, G2 Esportslogo std","Yone, Aurora, Brand, Poppy, Rell","Renata Glasc, Kalista, Skarner, Braum, Xayah","Jax, Vi, Ahri, Jhin, Leona","Gnar, Nocturne, Orianna, Kai'Sa, Nautilus","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Round 4",VOD
11/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Red,"G2 Esports, G2 Esportslogo std","Yone, Aurora, Brand, Rell, Kai'Sa","Renata Glasc, Kalista, Braum, Xayah, Tahm Kench","Gragas, Skarner, Ahri, Jhin, Leona","Jax, Nocturne, Orianna, Draven, Nautilus","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Round 4",VOD
6/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Red,"Bilibili Gaming, Bilibili Gaminglogo std","Yone, Aurora, Smolder, Kai'Sa, Ziggs","Orianna, Sejuani, Nocturne, Renata Glasc, Ashe","Gnar, Vi, Sylas, Kalista, Neeko","Jax, Skarner, Ahri, Jhin, Poppy","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards/Round 3",VOD
4/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Win,Blue,"PaiN Gaming, PaiN Gaminglogo std","Lucian, Jax, Skarner, Xayah, Rell","Orianna, Aurora, Gnar, Jhin, Ashe","Rumble, Vi, Yone, Draven, Renata Glasc","Olaf, Sejuani, Akali, Kalista, Neeko","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards",VOD
3/10/2024,"INTWorlds 2024 Main Event, Worlds 2024 Main Event","14.18, Patch 14.18",Loss,Red,"Top Esports, Top Esportslogo std","Yone, Tristana, Ziggs, Poppy, Alistar","Sejuani, Orianna, Gnar, Renata Glasc, Viego","Jax, Wukong, Neeko, Ashe, Rakan","Renekton, Skarner, Aurora, Jhin, Rell","Zeus,Oner,Faker,Gumayusi,Keria","SB, 2024 Season World Championship/Main Event/Scoreboards",VOD
14/09/2024,"KRLCK 2024 Regional Finals, LCK 2024 Regional Finals","14.16, Patch 14.16",Win,Blue,"KT Rolster, KT Rolsterlogo std","Maokai, Smolder, Jax, Rell, Poppy","Rumble, Azir, Ziggs, Bard, Gwen","Yone, Lillia, Corki, Jhin, Leona","Camille, Sejuani, LeBlanc, Miss Fortune, Alistar","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2024 Season/Regional Finals/Scoreboards",VOD
14/09/2024,"KRLCK 2024 Regional Finals, LCK 2024 Regional Finals","14.16, Patch 14.16",Loss,Red,"KT Rolster, KT Rolsterlogo std","Smolder, Rumble, Ziggs, Rell, Blitzcrank","Azir, Sejuani, Jhin, Kalista, Renata Glasc","Jax, Skarner, Taliyah, Ashe, Braum","Gragas, Maokai, Yone, Miss Fortune, Poppy","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2024 Season/Regional Finals/Scoreboards",VOD
14/09/2024,"KRLCK 2024 Regional Finals, LCK 2024 Regional Finals","14.16, Patch 14.16",Win,Blue,"KT Rolster, KT Rolsterlogo std","Maokai, Yone, Smolder, Seraphine, Tristana","Azir, Rumble, Vi, Poppy, Nasus","Camille, Sejuani, Taliyah, Ziggs, Bard","Jax, Ivern, Corki, Sivir, Leona","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2024 Season/Regional Finals/Scoreboards",VOD
14/09/2024,"KRLCK 2024 Regional Finals, LCK 2024 Regional Finals","14.16, Patch 14.16",Loss,Red,"KT Rolster, KT Rolsterlogo std","Smolder, Lillia, Maokai, Jhin, Ezreal","Azir, Sejuani, Tristana, Poppy, Senna","Ornn, Vi, Nasus, Ziggs, Bard","Rumble, Skarner, Yone, Kai'Sa, Rell","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2024 Season/Regional Finals/Scoreboards",VOD
14/09/2024,"KRLCK 2024 Regional Finals, LCK 2024 Regional Finals","14.16, Patch 14.16",Win,Blue,"KT Rolster, KT Rolsterlogo std","Maokai, Jhin, Smolder, Jax, Rell","Rumble, Vi, Sejuani, Camille, Olaf","Vayne, Skarner, Azir, Ziggs, Poppy","K'Sante, Lillia, Yone, Miss Fortune, Senna","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2024 Season/Regional Finals/Scoreboards",VOD
12/09/2024,"KRLCK 2024 Regional Finals, LCK 2024 Regional Finals","14.16, Patch 14.16",Loss,Blue,"Dplus KIA, Dplus KIAlogo std","Vi, Smolder, Maokai, Tristana, Gangplank","Azir, Rumble, Ziggs, Braum, Alistar","K'Sante, Zyra, Corki, Ashe, Poppy","Gnar, Lillia, LeBlanc, Miss Fortune, Leona","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2024 Season/Regional Finals/Scoreboards",VOD
12/09/2024,"KRLCK 2024 Regional Finals, LCK 2024 Regional Finals","14.16, Patch 14.16",Loss,Red,"Dplus KIA, Dplus KIAlogo std","Vi, Smolder, Rumble, Jax, Camille","Azir, Sejuani, Jhin, Gnar, Leona","Gwen, Lillia, Corki, Miss Fortune, Nautilus","K'Sante, Maokai, Tristana, Ziggs, Rell","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2024 Season/Regional Finals/Scoreboards",VOD
12/09/2024,"KRLCK 2024 Regional Finals, LCK 2024 Regional Finals","14.16, Patch 14.16",Win,Blue,"Dplus KIA, Dplus KIAlogo std","Vi, Nasus, Smolder, Poppy, Ivern","Azir, Jhin, Tristana, Bard, Rakan","Rumble, Sejuani, Yone, Miss Fortune, Alistar","K'Sante, Maokai, Corki, Ziggs, Blitzcrank","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2024 Season/Regional Finals/Scoreboards",VOD
