Date,Tournament,P,W/L,Side,Vs,Bans,Bans Vs,Picks,Picks Vs,Players,SB,VOD
2022-07-30,"KRLCK 2022 Summer, LCK 2022 Summer","12.13, Patch 12.13",Loss,Blue,"Gen.G, Gen.Glogo std.png","Kalista, Skarner, Aphelios, Gwen, Sylas","Draven, Lee Sin, Yuumi, Taliyah, Ryze","Ornn, Trundle, Azir, Lucian, Nami","Gnar, Poppy, Ahri, Zeri, Lulu","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 7 (2)",VOD
2022-07-30,"KRLCK 2022 Summer, LCK 2022 Summer","12.13, Patch 12.13",Loss,Blue,"Gen.G, Gen.Glogo std.png","Poppy, Kalista, Singed, Wukong, Vi","Draven, Lee Sin, Yuumi, Xin Zhao, Viego","Gwen, Nocturne, Twisted Fate, Aphelios, Lulu","Akali, Skarner, Sylas, Lucian, Nami","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 7 (2)",VOD
2022-07-27,"KRLCK 2022 Summer, LCK 2022 Summer","12.13, Patch 12.13",Win,Blue,"KT Rolster, KT Rolsterlogo std.png","Sylas, Kalista, Lucian, Skarner, Wukong","Draven, Taliyah, Sivir, Gangplank, Lee Sin","Ornn, Nocturne, Orianna, Zeri, Yuumi","Gwen, Poppy, Ryze, Twitch, Lulu","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 7",VOD
2022-07-27,"KRLCK 2022 Summer, LCK 2022 Summer","12.13, Patch 12.13",Loss,Red,"KT Rolster, KT Rolsterlogo std.png","Sylas, Kalista, Taliyah, Gangplank, Renekton","Draven, Lee Sin, Sivir, Lucian, Lulu","Gnar, Poppy, Galio, Aphelios, Thresh","Sion, Skarner, Ryze, Zeri, Yuumi","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 7",VOD
2022-07-27,"KRLCK 2022 Summer, LCK 2022 Summer","12.13, Patch 12.13",Win,Blue,"KT Rolster, KT Rolsterlogo std.png","Sylas, Lucian, Kalista, Sejuani, Wukong","Draven, Taliyah, Lee Sin, Ryze, Viego","Gnar, Poppy, Galio, Sivir, Yuumi","Gwen, Skarner, Azir, Zeri, Lulu","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 7",VOD
2022-07-23,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Red,"Fredit BRION, Fredit BRIONlogo std.png","Zeri, Kalista, Sylas, Senna, Renata Glasc","Lucian, Draven, Taliyah, Camille, Gwen","Gangplank, Lee Sin, Galio, Aphelios, Nautilus","Gnar, Poppy, Ryze, Xayah, Rakan","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 6 (2)",VOD
2022-07-23,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Blue,"Fredit BRION, Fredit BRIONlogo std.png","Ryze, Kalista, Taliyah, Gangplank, Tahm Kench","Zeri, Lucian, Draven, Lee Sin, Viego","Gnar, Nocturne, Sylas, Aphelios, Nautilus","Gwen, Poppy, Corki, Jinx, Rakan","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 6 (2)",VOD
2022-07-23,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Loss,Red,"Fredit BRION, Fredit BRIONlogo std.png","Zeri, Sylas, Corki, Wukong, None","Lucian, Taliyah, Draven, Gangplank, Lee Sin","Gwen, Xin Zhao, Azir, Aphelios, Tahm Kench","Gnar, Poppy, Ryze, Kalista, Amumu","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 6 (2)",VOD
2022-07-21,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Blue,"Kwangdong Freecs, Kwangdong Freecslogo std.png","Seraphine, Amumu, Gnar, Nocturne, Gangplank","Zeri, Corki, Pyke, Poppy, Ornn","Gragas, Lee Sin, Taliyah, Draven, Ashe","Sylas, Jarvan IV, Ahri, Kalista, Renata Glasc","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 6",VOD
2022-07-21,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Blue,"Kwangdong Freecs, Kwangdong Freecslogo std.png","Seraphine, Amumu, Gnar, Nocturne, Trundle","Zeri, Corki, Pyke, Poppy, Gwen","Ornn, Lee Sin, Taliyah, Draven, Ashe","Gangplank, Jarvan IV, Ahri, Kalista, Renata Glasc","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 6",VOD
2022-07-21,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Loss,Blue,"Kwangdong Freecs, Kwangdong Freecslogo std.png","Seraphine, Sylas, Poppy, Gangplank, Trundle","Zeri, Corki, Pyke, Lee Sin, Renata Glasc","Gnar, Xin Zhao, Lissandra, Draven, Nautilus","Gwen, Viego, Taliyah, Kalista, Amumu","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 6",VOD
2022-07-16,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Red,"DRX, DRXlogo std.png","Zeri, Corki, Lucian, Poppy, Swain","Renata Glasc, Sylas, Senna, Ezreal, Kalista","Gangplank, Lee Sin, Azir, Draven, Pyke","Gnar, Vi, Akali, Aphelios, Nautilus","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 5 (2)",VOD
2022-07-16,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Red,"DRX, DRXlogo std.png","Corki, Zeri, Amumu, Diana, Ahri","Renata Glasc, Sylas, Lucian, Pyke, Lee Sin","Gnar, Poppy, Seraphine, Draven, Blitzcrank","Gwen, Xin Zhao, Azir, Senna, Tahm Kench","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 5 (2)",VOD
2022-07-13,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Blue,"Hanwha Life Esports, Hanwha Life Esportslogo std.png","Poppy, Swain, Amumu, Ezreal, Aphelios","Zeri, Lucian, Senna, Yone, Gangplank","Gwen, Xin Zhao, Corki, Kalista, Renata Glasc","Gnar, Lee Sin, Ahri, Jinx, Tahm Kench","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 5",VOD
2022-07-13,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Loss,Red,"Hanwha Life Esports, Hanwha Life Esportslogo std.png","Amumu, Lucian, Zeri, Rakan, Kalista","Corki, Senna, Draven, Ezreal, Tahm Kench","Gnar, Viego, Seraphine, Ashe, Pantheon","Sylas, Poppy, Azir, Aphelios, Pyke","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 5",VOD
2022-07-13,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Red,"Hanwha Life Esports, Hanwha Life Esportslogo std.png","Amumu, Gnar, Zeri, Sejuani, Viego","Corki, Senna, Draven, Aphelios, Kalista","Gwen, Lee Sin, Seraphine, Ezreal, Karma","Jax, Xin Zhao, Azir, Lucian, Nami","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 5",VOD
2022-07-10,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Red,"Fredit BRION, Fredit BRIONlogo std.png","Corki, Amumu, Samira, Renata Glasc, Rakan","Lucian, Draven, Zeri, Gwen, Gangplank","Yone, Diana, Yasuo, Senna, Lee Sin","Gnar, Wukong, Seraphine, Kalista, Rell","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 4 (2)",VOD
2022-07-10,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Blue,"Fredit BRION, Fredit BRIONlogo std.png","Corki, Kalista, Poppy, Nautilus, Rell","Zeri, Seraphine, Draven, Azir, Lissandra","Gnar, Xin Zhao, LeBlanc, Lucian, Nami","Sejuani, Wukong, Ahri, Samira, Amumu","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 4 (2)",VOD
2022-07-08,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Red,"Gen.G, Gen.Glogo std.png","Poppy, Zeri, Lucian, Gangplank, Sejuani","Kalista, Seraphine, Draven, Bard, Pyke","Gnar, Lee Sin, Lissandra, Ezreal, Yuumi","Gragas, Viego, Corki, Senna, Tahm Kench","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 4",VOD
2022-07-08,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Win,Blue,"Gen.G, Gen.Glogo std.png","Sylas, Poppy, Yuumi, Sejuani, Ornn","Corki, Seraphine, Azir, Blitzcrank, Nautilus","Gnar, Viego, Lissandra, Draven, Pyke","Gangplank, Wukong, Akali, Ashe, Renata Glasc","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 4",VOD
2022-07-08,"KRLCK 2022 Summer, LCK 2022 Summer","12.12, Patch 12.12",Loss,Red,"Gen.G, Gen.Glogo std.png","Zeri, Lucian, Corki, Ezreal, Ashe","Kalista, Seraphine, Nautilus, Draven, Senna","Gangplank, Wukong, Swain, Aphelios, Renata Glasc","Gnar, Poppy, Azir, Jinx, Tahm Kench","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 4",VOD
2022-07-01,"KRLCK 2022 Summer, LCK 2022 Summer","12.11, Patch 12.11",Win,Blue,"DRX, DRXlogo std.png","Ornn, Wukong, Amumu, Sylas, Orianna","Lucian, Zeri, Corki, Gnar, Gangplank","Fiora, Viego, Swain, Senna, Seraphine","Gwen, Poppy, Viktor, Kalista, Renata Glasc","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 3",VOD
2022-07-01,"KRLCK 2022 Summer, LCK 2022 Summer","12.11, Patch 12.11",Win,Blue,"DRX, DRXlogo std.png","Ornn, Akali, Wukong, Olaf, Kayle","Lucian, Zeri, Gangplank, Poppy, Viego","Gwen, Lee Sin, Corki, Senna, Tahm Kench","Gnar, Hecarim, Ahri, Kalista, Amumu","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 3",VOD
2022-06-29,"KRLCK 2022 Summer, LCK 2022 Summer","12.11, Patch 12.11",Loss,Blue,"Kwangdong Freecs, Kwangdong Freecslogo std.png","Ahri, Senna, Kalista, Ezreal, Swain","Corki, Zeri, Lucian, Viego, Sylas","Gangplank, Lee Sin, Lissandra, Jinx, Tahm Kench","Gnar, Wukong, Ornn, Ashe, Seraphine","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 3",VOD
2022-06-29,"KRLCK 2022 Summer, LCK 2022 Summer","12.11, Patch 12.11",Loss,Blue,"Kwangdong Freecs, Kwangdong Freecslogo std.png","Ahri, Twisted Fate, Yuumi, Ornn, Akali","Corki, Lucian, Zeri, Amumu, Renata Glasc","Gwen, Wukong, Azir, Kalista, Tahm Kench","Gangplank, Viego, Swain, Senna, Seraphine","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 3",VOD
2022-06-29,"KRLCK 2022 Summer, LCK 2022 Summer","12.11, Patch 12.11",Win,Blue,"Kwangdong Freecs, Kwangdong Freecslogo std.png","Ahri, Twisted Fate, Nautilus, Akali, Gangplank","Corki, Zeri, Wukong, Lee Sin, Trundle","Gwen, Xin Zhao, Azir, Lucian, Nami","Kayle, Viego, Ornn, Senna, Tahm Kench","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 3",VOD
2022-06-25,"KRLCK 2022 Summer, LCK 2022 Summer","12.11, Patch 12.11",Win,Red,"DWG KIA, DWG KIAlogo std.png","Lucian, Corki, Wukong, Poppy, Rakan","Gangplank, Tahm Kench, Zeri, Kai'Sa, Xayah","Camille, Lee Sin, Galio, Kalista, Nautilus","Gwen, Nocturne, Twisted Fate, Ezreal, Bard","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 2 (2)",VOD
2022-06-25,"KRLCK 2022 Summer, LCK 2022 Summer","12.11, Patch 12.11",Win,Red,"DWG KIA, DWG KIAlogo std.png","Lucian, Corki, Wukong, Poppy, Gwen","Gangplank, Tahm Kench, Zeri, Kai'Sa, Nautilus","Camille, Lee Sin, Galio, Xayah, Pyke","Mordekaiser, Trundle, Twisted Fate, Ezreal, Karma","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 2 (2)",VOD
2022-06-23,"KRLCK 2022 Summer, LCK 2022 Summer","12.11, Patch 12.11",Win,Red,"Liiv SANDBOX, Liiv SANDBOXlogo std.png","Lucian, Zeri, Wukong, Gnar, Gwen","Corki, Gangplank, Gragas, Azir, Swain","Jayce, Lee Sin, Lissandra, Senna, Tahm Kench","Fiora, Vi, Ahri, Ezreal, Renata Glasc","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 2",VOD
2022-06-23,"KRLCK 2022 Summer, LCK 2022 Summer","12.11, Patch 12.11",Win,Blue,"Liiv SANDBOX, Liiv SANDBOXlogo std.png","Vi, Ahri, Akali, Gnar, Aphelios","Corki, Gangplank, Lucian, Trundle, LeBlanc","Gragas, Viego, Swain, Zeri, Renata Glasc","Gwen, Wukong, Azir, Kai'Sa, Nautilus","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 2",VOD
2022-06-19,"KRLCK 2022 Summer, LCK 2022 Summer","12.10, Patch 12.10",Win,Red,"KT Rolster, KT Rolsterlogo std.png","Lucian, Taliyah, Gwen, Kalista, Ezreal","Renata Glasc, Senna, Gangplank, Tahm Kench, Jinx","Gnar, Viego, Corki, Xayah, Braum","Sejuani, Wukong, Ahri, Kai'Sa, Nautilus","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 1 (2)",VOD
2022-06-19,"KRLCK 2022 Summer, LCK 2022 Summer","12.10, Patch 12.10",Win,Blue,"KT Rolster, KT Rolsterlogo std.png","Taliyah, Kayle, Sejuani, Nautilus, Ezreal","Gwen, Lucian, Senna, Renata Glasc, Jhin","Gangplank, Viego, Corki, Jinx, Tahm Kench","Gnar, Wukong, Ahri, Kalista, Jarvan IV","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 1 (2)",VOD
2022-06-19,"KRLCK 2022 Summer, LCK 2022 Summer","12.10, Patch 12.10",Loss,Red,"KT Rolster, KT Rolsterlogo std.png","Lucian, Taliyah, Gwen, Kayle, Gangplank","Renata Glasc, Viego, Senna, Nautilus, Neeko","Gnar, Diana, Kassadin, Kalista, Camille","Sejuani, Wukong, Azir, Ezreal, Tahm Kench","Zeus,Oner,Faker,Gumayusi,Keria","SB, LCK/2022 Season/Summer Season/Scoreboards/Week 1 (2)",VOD
